id,id_v2,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
DNS_SERVERS_LIST_leaf1,dns_servers_list:f3e677391b,Configuration_Check,L1,"For metric 'dns_servers_list', provide the result for host=leaf1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""dns_servers_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
DNS_SERVERS_LIST_leaf4,dns_servers_list:45a2dbebe1,Configuration_Check,L1,"For metric 'dns_servers_list', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""dns_servers_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
DNS_SERVERS_LIST_pe1,dns_servers_list:4f36bb8808,Configuration_Check,L1,"For metric 'dns_servers_list', provide the result for host=pe1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""dns_servers_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
DNS_SERVERS_LIST_leaf3,dns_servers_list:6a7c231d8b,Configuration_Check,L1,"For metric 'dns_servers_list', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""dns_servers_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
DNS_SERVERS_LIST_p4,dns_servers_list:8eb660897d,Configuration_Check,L1,"For metric 'dns_servers_list', provide the result for host=p4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""dns_servers_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
DNS_SERVERS_LIST_leaf2,dns_servers_list:6e35c43dba,Configuration_Check,L1,"For metric 'dns_servers_list', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""dns_servers_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
ACTIVE_OSPF_PROCESSES_leaf4,active_ospf_processes:45a2dbebe1,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
ACTIVE_OSPF_PROCESSES_p3,active_ospf_processes:40d255b5d8,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=p3. [Answer format: JSON array]",OK,set,"[""1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
ACTIVE_OSPF_PROCESSES_p4,active_ospf_processes:8eb660897d,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=p4. [Answer format: JSON array]",OK,set,"[""1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
ACTIVE_OSPF_PROCESSES_p1,active_ospf_processes:980d4425bd,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=p1. [Answer format: JSON array]",OK,set,"[""1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
ACTIVE_OSPF_PROCESSES_pe1,active_ospf_processes:4f36bb8808,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=pe1. [Answer format: JSON array]",OK,set,"[""1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
ACTIVE_OSPF_PROCESSES_p2,active_ospf_processes:f84ad4329a,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=p2. [Answer format: JSON array]",OK,set,"[""1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
ACTIVE_OSPF_PROCESSES_leaf3,active_ospf_processes:6a7c231d8b,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
ACTIVE_OSPF_PROCESSES_leaf1,active_ospf_processes:f3e677391b,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=leaf1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
ACTIVE_OSPF_PROCESSES_leaf2,active_ospf_processes:6e35c43dba,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
ACTIVE_OSPF_PROCESSES_pe2,active_ospf_processes:3603999311,Configuration_Check,L1,"For metric 'active_ospf_processes', provide the result for host=pe2. [Answer format: JSON array]",OK,set,"[""1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""active_ospf_processes"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
CONFIGURED_BGP_AS_NUMBERS_leaf1,configured_bgp_as_numbers:f3e677391b,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=leaf1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
CONFIGURED_BGP_AS_NUMBERS_p3,configured_bgp_as_numbers:40d255b5d8,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=p3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
CONFIGURED_BGP_AS_NUMBERS_leaf4,configured_bgp_as_numbers:45a2dbebe1,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
CONFIGURED_BGP_AS_NUMBERS_pe2,configured_bgp_as_numbers:3603999311,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=pe2. [Answer format: JSON array]",OK,set,"[""65000""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
CONFIGURED_BGP_AS_NUMBERS_pe1,configured_bgp_as_numbers:4f36bb8808,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=pe1. [Answer format: JSON array]",OK,set,"[""65000""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
CONFIGURED_BGP_AS_NUMBERS_p4,configured_bgp_as_numbers:8eb660897d,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=p4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
CONFIGURED_BGP_AS_NUMBERS_leaf2,configured_bgp_as_numbers:6e35c43dba,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
CONFIGURED_BGP_AS_NUMBERS_p1,configured_bgp_as_numbers:980d4425bd,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=p1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
CONFIGURED_BGP_AS_NUMBERS_leaf3,configured_bgp_as_numbers:6a7c231d8b,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
CONFIGURED_BGP_AS_NUMBERS_p2,configured_bgp_as_numbers:f84ad4329a,Configuration_Check,L1,"For metric 'configured_bgp_as_numbers', provide the result for host=p2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""configured_bgp_as_numbers"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
MPLS_LDP_CONFIG_leaf3,mpls_ldp_config:6a7c231d8b,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=leaf3. [Answer format: plain string]",NOT_CONFIGURED,text,"""Disabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
MPLS_LDP_CONFIG_pe2,mpls_ldp_config:3603999311,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=pe2. [Answer format: plain string]",OK,text,"""Enabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
MPLS_LDP_CONFIG_leaf1,mpls_ldp_config:f3e677391b,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=leaf1. [Answer format: plain string]",NOT_CONFIGURED,text,"""Disabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
MPLS_LDP_CONFIG_pe1,mpls_ldp_config:4f36bb8808,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=pe1. [Answer format: plain string]",OK,text,"""Enabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
MPLS_LDP_CONFIG_p3,mpls_ldp_config:40d255b5d8,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=p3. [Answer format: plain string]",OK,text,"""Enabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
MPLS_LDP_CONFIG_p1,mpls_ldp_config:980d4425bd,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=p1. [Answer format: plain string]",OK,text,"""Enabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
MPLS_LDP_CONFIG_p4,mpls_ldp_config:8eb660897d,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=p4. [Answer format: plain string]",OK,text,"""Enabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
MPLS_LDP_CONFIG_leaf2,mpls_ldp_config:6e35c43dba,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=leaf2. [Answer format: plain string]",NOT_CONFIGURED,text,"""Disabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
MPLS_LDP_CONFIG_p2,mpls_ldp_config:f84ad4329a,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=p2. [Answer format: plain string]",OK,text,"""Enabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
MPLS_LDP_CONFIG_leaf4,mpls_ldp_config:45a2dbebe1,Configuration_Check,L1,"For metric 'mpls_ldp_config', provide the result for host=leaf4. [Answer format: plain string]",NOT_CONFIGURED,text,"""Disabled""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""mpls_ldp_config"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
DEFAULT_ROUTE_NEXT_HOPS_p1,default_route_next_hops:980d4425bd,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=p1. [Answer format: JSON array]",OK,set,"[""10.10.10.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
DEFAULT_ROUTE_NEXT_HOPS_p3,default_route_next_hops:40d255b5d8,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=p3. [Answer format: JSON array]",OK,set,"[""10.10.10.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
DEFAULT_ROUTE_NEXT_HOPS_leaf2,default_route_next_hops:6e35c43dba,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=leaf2. [Answer format: JSON array]",OK,set,"[""10.10.10.1"", ""172.16.2.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
DEFAULT_ROUTE_NEXT_HOPS_p4,default_route_next_hops:8eb660897d,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=p4. [Answer format: JSON array]",OK,set,"[""10.10.10.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
DEFAULT_ROUTE_NEXT_HOPS_leaf1,default_route_next_hops:f3e677391b,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=leaf1. [Answer format: JSON array]",OK,set,"[""10.10.10.1"", ""172.16.1.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
DEFAULT_ROUTE_NEXT_HOPS_p2,default_route_next_hops:f84ad4329a,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=p2. [Answer format: JSON array]",OK,set,"[""10.10.10.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
DEFAULT_ROUTE_NEXT_HOPS_pe2,default_route_next_hops:3603999311,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=pe2. [Answer format: JSON array]",OK,set,"[""10.10.10.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
DEFAULT_ROUTE_NEXT_HOPS_leaf3,default_route_next_hops:6a7c231d8b,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=leaf3. [Answer format: JSON array]",OK,set,"[""10.10.10.1"", ""172.16.3.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
DEFAULT_ROUTE_NEXT_HOPS_pe1,default_route_next_hops:4f36bb8808,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=pe1. [Answer format: JSON array]",OK,set,"[""10.10.10.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
DEFAULT_ROUTE_NEXT_HOPS_leaf4,default_route_next_hops:45a2dbebe1,Configuration_Check,L1,"For metric 'default_route_next_hops', provide the result for host=leaf4. [Answer format: JSON array]",OK,set,"[""10.10.10.1"", ""172.16.4.1""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""default_route_next_hops"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
STATIC_ROUTE_COUNT_leaf2,static_route_count:6e35c43dba,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=leaf2. [Answer format: integer number]",OK,number,2,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
STATIC_ROUTE_COUNT_leaf4,static_route_count:45a2dbebe1,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=leaf4. [Answer format: integer number]",OK,number,2,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
STATIC_ROUTE_COUNT_p3,static_route_count:40d255b5d8,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=p3. [Answer format: integer number]",OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
STATIC_ROUTE_COUNT_pe1,static_route_count:4f36bb8808,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=pe1. [Answer format: integer number]",OK,number,2,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
STATIC_ROUTE_COUNT_pe2,static_route_count:3603999311,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=pe2. [Answer format: integer number]",OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
STATIC_ROUTE_COUNT_leaf1,static_route_count:f3e677391b,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=leaf1. [Answer format: integer number]",OK,number,3,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
STATIC_ROUTE_COUNT_p1,static_route_count:980d4425bd,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=p1. [Answer format: integer number]",OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
STATIC_ROUTE_COUNT_p4,static_route_count:8eb660897d,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=p4. [Answer format: integer number]",OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
STATIC_ROUTE_COUNT_p2,static_route_count:f84ad4329a,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=p2. [Answer format: integer number]",OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
STATIC_ROUTE_COUNT_leaf3,static_route_count:6a7c231d8b,Configuration_Check,L1,"For metric 'static_route_count', provide the result for host=leaf3. [Answer format: integer number]",OK,number,2,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""static_route_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
ACL_CONFIGURED_COUNT_pe1,acl_configured_count:4f36bb8808,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=pe1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
ACL_CONFIGURED_COUNT_leaf1,acl_configured_count:f3e677391b,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=leaf1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
ACL_CONFIGURED_COUNT_p4,acl_configured_count:8eb660897d,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=p4. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
ACL_CONFIGURED_COUNT_p3,acl_configured_count:40d255b5d8,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=p3. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
ACL_CONFIGURED_COUNT_p1,acl_configured_count:980d4425bd,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=p1. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
ACL_CONFIGURED_COUNT_leaf4,acl_configured_count:45a2dbebe1,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=leaf4. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
ACL_CONFIGURED_COUNT_pe2,acl_configured_count:3603999311,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=pe2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
ACL_CONFIGURED_COUNT_leaf2,acl_configured_count:6e35c43dba,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=leaf2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
ACL_CONFIGURED_COUNT_leaf3,acl_configured_count:6a7c231d8b,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=leaf3. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
ACL_CONFIGURED_COUNT_p2,acl_configured_count:f84ad4329a,Configuration_Check,L1,"For metric 'acl_configured_count', provide the result for host=p2. [Answer format: integer number]",NOT_CONFIGURED,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_configured_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
ACL_APPLIED_INTERFACES_LIST_p2,acl_applied_interfaces_list:f84ad4329a,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=p2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
ACL_APPLIED_INTERFACES_LIST_p4,acl_applied_interfaces_list:8eb660897d,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=p4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
ACL_APPLIED_INTERFACES_LIST_leaf1,acl_applied_interfaces_list:f3e677391b,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=leaf1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
ACL_APPLIED_INTERFACES_LIST_pe2,acl_applied_interfaces_list:3603999311,Configuration_Check,L1,"For metric 'acl_applied_interfaces_list', provide the result for host=pe2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""acl_applied_interfaces_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
