id,id_v2,metric,scope,category,level,question_type,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
BOUNDED_PATH_leaf16_pe4,bounded_path_length:b85102c3db,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf16"", ""dst"": ""pe4""}",Reachability_Analysis,L4,unknown,leaf16에서 10.0.14.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf16"", ""dst"": ""pe4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf16', 'dst_ip': '10.0.14.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe4_pe8,bounded_path_length:a9a1d64dbc,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""pe8""}",Reachability_Analysis,L4,unknown,pe4에서 10.0.42.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""pe8""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe4', 'dst_ip': '10.0.42.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe4_pe3,bounded_path_length:1d084cdc34,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""pe3""}",Reachability_Analysis,L4,unknown,pe4에서 10.0.11.0로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,4,4,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""pe3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe4', 'dst_ip': '10.0.11.0', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p7_leaf9,bounded_path_length:c6313a13a1,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p7"", ""dst"": ""leaf9""}",Reachability_Analysis,L4,unknown,p7에서 172.18.1.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,1,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p7"", ""dst"": ""leaf9""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p7', 'dst_ip': '172.18.1.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe6_leaf4,bounded_path_length:e5ef39ea69,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe6"", ""dst"": ""leaf4""}",Reachability_Analysis,L4,unknown,pe6에서 172.16.4.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,1,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe6"", ""dst"": ""leaf4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe6', 'dst_ip': '172.16.4.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe1_pe2,bounded_path_length:011107df04,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""pe2""}",Reachability_Analysis,L4,unknown,pe1에서 10.0.4.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,4,4,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""pe2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe1', 'dst_ip': '10.0.4.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_fw2_leaf10,bounded_path_length:501f1c8c13,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""fw2"", ""dst"": ""leaf10""}",Reachability_Analysis,L4,unknown,fw2에서 172.18.2.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,1,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""fw2"", ""dst"": ""leaf10""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'fw2', 'dst_ip': '172.18.2.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe1_fw1,bounded_path_length:7db7778017,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""fw1""}",Reachability_Analysis,L4,unknown,pe1에서 10.0.40.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,8,8,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""fw1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe1', 'dst_ip': '10.0.40.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf15_asbr2,bounded_path_length:c62904efb1,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf15"", ""dst"": ""asbr2""}",Reachability_Analysis,L4,unknown,leaf15에서 10.0.30.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf15"", ""dst"": ""asbr2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf15', 'dst_ip': '10.0.30.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf14_leaf1,bounded_path_length:0b338f9038,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf14"", ""dst"": ""leaf1""}",Reachability_Analysis,L4,unknown,leaf14에서 172.16.1.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf14"", ""dst"": ""leaf1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf14', 'dst_ip': '172.16.1.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf14_leaf4,bounded_path_length:cc75211abe,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf14"", ""dst"": ""leaf4""}",Reachability_Analysis,L4,unknown,leaf14에서 172.16.4.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf14"", ""dst"": ""leaf4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf14', 'dst_ip': '172.16.4.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe4_p8,bounded_path_length:1e850a0775,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""p8""}",Reachability_Analysis,L4,unknown,pe4에서 10.0.16.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""p8""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe4', 'dst_ip': '10.0.16.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p4_pe5,bounded_path_length:ee0365eb77,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p4"", ""dst"": ""pe5""}",Reachability_Analysis,L4,unknown,p4에서 10.0.31.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,7,7,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p4"", ""dst"": ""pe5""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p4', 'dst_ip': '10.0.31.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe4_fw1,bounded_path_length:109f1335ac,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""fw1""}",Reachability_Analysis,L4,unknown,pe4에서 10.0.40.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""fw1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe4', 'dst_ip': '10.0.40.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf13_pe5,bounded_path_length:47a3421fa8,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf13"", ""dst"": ""pe5""}",Reachability_Analysis,L4,unknown,leaf13에서 10.0.31.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf13"", ""dst"": ""pe5""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf13', 'dst_ip': '10.0.31.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe3_p8,bounded_path_length:ace6e63a73,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe3"", ""dst"": ""p8""}",Reachability_Analysis,L4,unknown,pe3에서 10.0.16.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe3"", ""dst"": ""p8""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe3', 'dst_ip': '10.0.16.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf5_leaf3,bounded_path_length:3c08ed8e90,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf5"", ""dst"": ""leaf3""}",Reachability_Analysis,L4,unknown,leaf5에서 172.16.3.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf5"", ""dst"": ""leaf3""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf5', 'dst_ip': '172.16.3.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf12_leaf6,bounded_path_length:5beecd116b,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf12"", ""dst"": ""leaf6""}",Reachability_Analysis,L4,unknown,leaf12에서 172.17.2.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf12"", ""dst"": ""leaf6""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf12', 'dst_ip': '172.17.2.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe1_fw2,bounded_path_length:67fdd69143,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""fw2""}",Reachability_Analysis,L4,unknown,pe1에서 10.0.40.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,9,9,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""fw2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe1', 'dst_ip': '10.0.40.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p9_leaf4,bounded_path_length:1908dfe82a,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p9"", ""dst"": ""leaf4""}",Reachability_Analysis,L4,unknown,p9에서 172.16.4.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,1,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p9"", ""dst"": ""leaf4""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p9', 'dst_ip': '172.16.4.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf12_fw1,bounded_path_length:88a598b9f6,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf12"", ""dst"": ""fw1""}",Reachability_Analysis,L4,unknown,leaf12에서 10.0.40.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf12"", ""dst"": ""fw1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf12', 'dst_ip': '10.0.40.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p10_pe6,bounded_path_length:9c41ac7e83,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p10"", ""dst"": ""pe6""}",Reachability_Analysis,L4,unknown,p10에서 10.0.32.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,3,3,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p10"", ""dst"": ""pe6""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p10', 'dst_ip': '10.0.32.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_asbr1_fw1,bounded_path_length:b726f5a52c,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""asbr1"", ""dst"": ""fw1""}",Reachability_Analysis,L4,unknown,asbr1에서 10.0.40.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""asbr1"", ""dst"": ""fw1""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'asbr1', 'dst_ip': '10.0.40.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe1_leaf16,bounded_path_length:14a79e028a,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""leaf16""}",Reachability_Analysis,L4,unknown,pe1에서 172.19.4.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,1,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe1"", ""dst"": ""leaf16""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe1', 'dst_ip': '172.19.4.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe4_pe5,bounded_path_length:e7ec4d4ae1,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""pe5""}",Reachability_Analysis,L4,unknown,pe4에서 10.0.31.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""pe5""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe4', 'dst_ip': '10.0.31.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p10_p8,bounded_path_length:bac43e3586,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p10"", ""dst"": ""p8""}",Reachability_Analysis,L4,unknown,p10에서 10.0.16.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,3,3,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p10"", ""dst"": ""p8""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p10', 'dst_ip': '10.0.16.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p7_leaf5,bounded_path_length:dae18777ab,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p7"", ""dst"": ""leaf5""}",Reachability_Analysis,L4,unknown,p7에서 172.17.1.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,1,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p7"", ""dst"": ""leaf5""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p7', 'dst_ip': '172.17.1.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf12_leaf2,bounded_path_length:f0134ca732,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf12"", ""dst"": ""leaf2""}",Reachability_Analysis,L4,unknown,leaf12에서 172.16.2.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf12"", ""dst"": ""leaf2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf12', 'dst_ip': '172.16.2.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf3_pe5,bounded_path_length:a0aa1735af,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf3"", ""dst"": ""pe5""}",Reachability_Analysis,L4,unknown,leaf3에서 10.0.31.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf3"", ""dst"": ""pe5""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf3', 'dst_ip': '10.0.31.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p3_pe7,bounded_path_length:2357cb019f,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p3"", ""dst"": ""pe7""}",Reachability_Analysis,L4,unknown,p3에서 10.0.41.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,7,7,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p3"", ""dst"": ""pe7""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p3', 'dst_ip': '10.0.41.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_pe4_fw2,bounded_path_length:4a31c940bd,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""fw2""}",Reachability_Analysis,L4,unknown,pe4에서 10.0.40.3로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,4,4,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""pe4"", ""dst"": ""fw2""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'pe4', 'dst_ip': '10.0.40.3', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_leaf5_leaf7,bounded_path_length:1b39dca268,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""leaf5"", ""dst"": ""leaf7""}",Reachability_Analysis,L4,unknown,leaf5에서 172.17.3.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,2,2,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""leaf5"", ""dst"": ""leaf7""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'leaf5', 'dst_ip': '172.17.3.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_p4_leaf5,bounded_path_length:6923c5e704,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""p4"", ""dst"": ""leaf5""}",Reachability_Analysis,L4,unknown,p4에서 172.17.1.2로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,1,1,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""p4"", ""dst"": ""leaf5""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'p4', 'dst_ip': '172.17.1.2', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
BOUNDED_PATH_fw2_p6,bounded_path_length:a506b3c59e,bounded_path_length,"{""type"": ""NODE_PAIR"", ""src"": ""fw2"", ""dst"": ""p6""}",Reachability_Analysis,L4,unknown,fw2에서 10.0.12.1로 가는 경로의 홉 수는 몇 개입니까? [답변 형식: integer],OK,number,5,5,,"{""scope"": {""type"": ""NODE_PAIR"", ""src"": ""fw2"", ""dst"": ""p6""}, ""metric"": ""bounded_path_length"", ""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes""}","{'base_snapshot': 'baseline', 'fork_ops': []}","{'replay_method': 'bounded_path_length', 'params': {'src_location': 'fw2', 'dst_ip': '10.0.12.1', 'max_hops': 5}}","{'answer_shape': 'number', 'compare_mode': 'canonical'}",batfish_replay,pending,,e96a0b16,[]
