id,origin,level,task_category,answer_type,complexity,persona,question,ground_truth,explanation,context,source_files
BASIC_CMD_2,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에서 OSPF를 통해 학습된 경로 정보를 확인하는 명령어는?,show ip route ospf,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_3,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비의 OSPF 이웃(neighbor) 상태를 조회하는 명령어는?,show ip ospf neighbor,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_4,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에 현재 접속해 있는 사용자를 확인하는 명령어는?,show users,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_5,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비의 시스템 로그를 확인하는 명령어는?,show logging,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_6,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비에서 192.0.2.0/24 네트워크로 가는 정적 경로를 10.0.0.1 넥스트홉으로 설정하는 명령어는?,ip route 192.0.2.0 255.255.255.0 10.0.0.1,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_7,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비의 BGP 네이버 192.168.1.10에 나가는(out) 방향으로 'RM_OUT' 라우트맵을 적용하는 명령어는?,"router bgp 65001
 neighbor 192.168.1.10 route-map RM_OUT out",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_8,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비의 Ethernet0/0 인터페이스에 'Uplink to core' 설명을 추가하는 명령어는?,"interface Ethernet0/0
 description Uplink to core",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_9,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비에 'CUSTOMER_A' VRF를 생성하고 Ethernet0/0 인터페이스에 할당하는 명령어는?,"vrf definition CUSTOMER_A
 exit
 interface Ethernet0/0
 vrf forwarding CUSTOMER_A",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_10,rule_based,2,명령어 사용법/질의,short,basic,,admin 계정을 사용하여 CE1 장비로 직접 SSH 접속하는 명령어는?,ssh admin@CE1,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_11,rule_based,2,명령어 사용법/질의,short,basic,,admin 계정으로 CE2를 점프 호스트로 사용하여 sample10 장비에 SSH 접속하는 명령어는?,ssh -J admin@CE2 admin@sample10,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_12,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에서 BGP 피어 상태를 요약해서 확인하는 명령어는?,show bgp summary,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_13,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비의 인터페이스 IP 상태를 간단히 보는 명령어는?,show ip interface brief,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_14,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에서 OSPF로 학습된 라우팅 정보를 확인하는 명령어는?,show ip route ospf,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_15,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에서 CPU 사용률 순으로 프로세스를 확인하는 명령어는?,show processes cpu sorted,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_16,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에서 L2VPN 가상회선 상태를 확인하는 명령어는?,show l2vpn atom vc,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_17,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에서 OSPF 이웃 상태를 조회하는 명령어는?,show ip ospf neighbor,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_18,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비에 현재 접속한 사용자 목록을 보는 명령어는?,show users,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_19,rule_based,1,명령어 사용법/질의,short,basic,,CE1 장비의 로그 버퍼를 확인하는 명령어는?,show logging,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_20,rule_based,1,명령어 사용법/질의,short,basic,,admin 계정으로 CE1 장비에 직접 SSH 접속하는 명령어는?,ssh admin@CE1,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_21,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비에서 192.0.2.0/255.255.255.0 네트워크로 가는 정적 경로를 10.0.0.1 다음 홉으로 설정하는 명령어는?,ip route 192.0.2.0 255.255.255.0 10.0.0.1,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_22,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비에서 BGP AS 65001의 192.168.1.10 이웃에 RM_OUT 라우트맵을 outbound로 적용하는 명령어는?,"router bgp 65001
 neighbor 192.168.1.10 route-map RM_OUT out",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_23,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비에서 Ethernet0/0 인터페이스에 'Uplink to core' 설명을 설정하는 명령어는?,"interface Ethernet0/0
 description Uplink to core",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_24,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비에서 CUSTOMER_A VRF를 생성하고 Ethernet0/0 인터페이스에 할당하는 명령어 시퀀스는?,"vrf definition CUSTOMER_A
 exit
 interface Ethernet0/0
 vrf forwarding CUSTOMER_A",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_25,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비에서 OSPF 프로세스 1의 Ethernet0/0 인터페이스 비용을 100으로 설정하는 명령어는?,"router ospf 1
 interface Ethernet0/0
 ip ospf cost 100",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_26,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비의 VTY 라인에 SSH_ONLY ACL을 inbound로 적용하는 명령어는?,"line vty 0 4
 access-class SSH_ONLY in",,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_27,rule_based,2,명령어 사용법/질의,short,basic,,CE1 장비의 호스트네임을 CE1-NEW(으)로 변경하는 명령어는?,hostname CE1-NEW,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
BASIC_CMD_28,rule_based,2,명령어 사용법/질의,short,basic,,admin 계정으로 CE2를 거쳐 sample10 장비에 SSH 접속하는 명령어는?,ssh -J admin@CE2 admin@sample10,,"총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003",
ENHANCED_ENHANCED-ANALYTICAL-001,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,"iBGP의 풀메시 구성 누락이 경로 수렴 시간에 어떻게 영향을 미칠 수 있으며, 이러한 영향이 다른 경로 프로토콜(OSPF 등)과 상호작용할 때 어떤 결과를 초래할 수 있을까요?","iBGP의 풀메시 구성이 누락되면 경로 수렴 시간이 지연될 수 있으며, 이는 OSPF와 같은 다른 경로 프로토콜과의 상호작용에서 경로 불일치 및 비효율적인 라우팅을 초래할 수 있다.","iBGP의 풀메시 구성이 누락되면, iBGP 라우터 간에 모든 경로 정보가 공유되지 않아 경로 수렴 시간이 증가할 수 있습니다. 이는 OSPF와 같은 다른 프로토콜과의 상호작용에서 경로 정보의 불일치로 이어져, 최적의 경로 선택이 어려워지고, 결과적으로 네트워크의 전반적인 성능 저하를 초래할 수 있습니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-002,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,"특정 BGP 피어가 장애를 일으켰을 때, 다른 피어와의 연결성 및 전체 경로 수렴성에 어떤 파급효과가 있을까요?","장애가 발생한 BGP 피어와 연결된 다른 피어들은 경로 수렴성에 영향을 받을 수 있으며, 전체 네트워크의 경로 정보가 업데이트되지 않아 라우팅 루프나 비효율적인 경로가 발생할 수 있다.","특정 BGP 피어가 장애를 일으키면, 해당 피어와 연결된 다른 피어들은 그 피어를 통해 수신하던 경로 정보를 잃게 됩니다. 이로 인해 다른 피어들은 새로운 경로를 찾기 위해 경로 수렴 과정을 거쳐야 하며, 이 과정에서 경로 정보의 업데이트가 지연되거나 비효율적인 경로가 선택될 수 있습니다. 따라서 전체 네트워크의 연결성과 경로 수렴성에 부정적인 영향을 미칠 수 있습니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-003,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_engineer,AS 그룹 내 라우터들의 BGP 설정에서 일관성 문제가 있는지 확인하려면 어떤 메트릭을 주로 살펴봐야 할까요?,"[""bgp_local_as_numeric"", ""ibgp_fullmesh_ok""]","BGP 설정의 일관성 문제를 확인하기 위해서는 'bgp_local_as_numeric'와 'ibgp_fullmesh_ok' 메트릭을 주로 살펴봐야 합니다. 'bgp_local_as_numeric'은 AS 번호의 일관성을 나타내며, 'ibgp_fullmesh_ok'는 내부 BGP 피어링의 완전성을 확인하는 데 중요합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-004,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_engineer,"iBGP 풀메시 구성이 누락된 경우, 특정 라우터에서 발생할 수 있는 경로 누락 문제를 어떻게 해결할 수 있을까요?",iBGP 풀메시 구성을 추가하여 모든 iBGP 라우터 간의 경로 정보를 교환할 수 있도록 합니다.,iBGP 풀메시 구성이 누락되면 특정 라우터가 다른 라우터로부터 경로 정보를 받지 못하게 되어 경로 누락 문제가 발생할 수 있습니다. 이를 해결하기 위해서는 모든 iBGP 라우터 간에 직접 연결을 설정하여 경로 정보를 교환할 수 있도록 해야 합니다.,"BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-005,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,"BGP 피어 중 하나가 다운될 때, L2VPN 연결에는 어떤 영향을 미칠 수 있으며, 이를 방지하기 위한 예방 조치는 무엇일까요?","{""impact"": ""L2VPN 연결이 중단되거나 불안정해질 수 있다."", ""preventive_measures"": [""BGP 피어링의 이중화"", ""L2VPN 경로의 모니터링 및 경고 시스템 구축"", ""정기적인 네트워크 점검 및 유지보수""]}","BGP 피어 중 하나가 다운되면 해당 피어를 통해 연결된 L2VPN 경로가 영향을 받아 연결이 중단되거나 불안정해질 수 있습니다. 이를 방지하기 위해 BGP 피어링의 이중화를 통해 대체 경로를 확보하고, L2VPN 경로의 모니터링 및 경고 시스템을 구축하여 문제 발생 시 즉각 대응할 수 있도록 해야 합니다. 또한, 정기적인 네트워크 점검 및 유지보수를 통해 잠재적인 문제를 사전에 예방할 수 있습니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-006,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,다중 AS 번호가 혼재된 네트워크에서 BGP 설정의 비일관성이 경로 결정에 미치는 영향을 어떻게 평가할 수 있을까요?,"BGP 설정의 비일관성은 경로 결정 과정에서 불안정성을 초래할 수 있으며, 이는 최적의 경로 선택을 방해하고 네트워크 성능 저하를 유발할 수 있습니다.","다중 AS 번호가 혼재된 네트워크에서는 BGP 설정의 비일관성이 경로 결정에 부정적인 영향을 미칠 수 있습니다. 이는 경로 선택 과정에서 불안정성을 초래하고, 최적의 경로를 선택하는 데 어려움을 겪게 하여 결국 네트워크 성능 저하로 이어질 수 있습니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-007,enhanced_llm_with_agent,3,명령어 사용법/질의,short,analytical,network_engineer,특정 BGP 피어가 다운된 상황에서 OSPF 기반 경로가 자동으로 대체되도록 설정했는지 확인하려면 어떤 명령어와 메트릭을 사용해야 할까요?,show ip route ospf,특정 BGP 피어가 다운된 상황에서 OSPF 기반 경로가 자동으로 대체되도록 설정했는지 확인하기 위해 'show ip route ospf' 명령어를 사용하여 OSPF 경로를 확인할 수 있습니다. 이 명령어는 OSPF 프로토콜을 통해 학습된 경로와 그 메트릭을 보여줍니다.,"BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-008,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,BGP 설정의 비일관성으로 인해 발생할 수 있는 경로 루프 문제를 어떻게 식별하고 해결할 수 있을까요?,"BGP 경로 루프 문제를 식별하기 위해 BGP 경로를 추적하고, AS 경로를 분석하여 동일한 AS가 반복되는지 확인합니다. 이를 해결하기 위해 BGP 설정을 검토하고, iBGP 풀 메쉬 구성을 확인하며, 필요시 Route Reflector를 도입하여 경로 전파를 최적화합니다.","BGP 설정의 비일관성으로 인해 경로 루프가 발생할 수 있으며, 이를 식별하기 위해 BGP 경로를 추적하고 AS 경로를 분석하는 것이 중요합니다. 동일한 AS가 반복되는 경우 경로 루프가 발생하고 있음을 나타냅니다. 이를 해결하기 위해서는 BGP 설정을 검토하고, iBGP 풀 메쉬 구성을 확인해야 하며, 필요에 따라 Route Reflector를 도입하여 경로 전파를 최적화할 수 있습니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-009,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_engineer,"장비 간 iBGP 연결 누락으로 인한 경로 수렴 지연이 예상될 때, 이를 개선하기 위한 방법은 무엇인가요?",iBGP 연결을 추가하여 모든 장비 간의 경로 수렴을 보장합니다.,"iBGP 연결이 누락되면 경로 수렴이 지연될 수 있으므로, 모든 장비 간에 iBGP 연결을 설정하여 경로 정보가 원활하게 교환되도록 해야 합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-010,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_engineer,BGP 피어 장애가 전체 네트워크에 미치는 영향을 분석하기 위해 어떤 지표를 우선적으로 분석해야 할까요?,"[""BGP 피어 수"", ""라우팅 테이블 변화"", ""패킷 손실률"", ""지연 시간""]","BGP 피어 장애가 전체 네트워크에 미치는 영향을 분석하기 위해서는 BGP 피어 수, 라우팅 테이블 변화, 패킷 손실률, 지연 시간과 같은 지표를 우선적으로 분석해야 합니다. 이러한 지표들은 피어 장애로 인해 발생할 수 있는 라우팅 문제와 네트워크 성능 저하를 평가하는 데 중요한 역할을 합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-011,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_engineer,AS 내 라우터들이 서로 다른 BGP 설정을 가지고 있을 때 발생할 수 있는 문제와 이를 해결하기 위한 방안은 무엇일까요?,"[""라우팅 루프"", ""비효율적인 경로 선택"", ""네트워크 불안정성""]","AS 내 라우터들이 서로 다른 BGP 설정을 가지고 있을 경우, 라우팅 루프가 발생할 수 있으며, 이는 패킷이 무한히 순환하게 만드는 문제를 초래합니다. 또한, 비효율적인 경로 선택이 이루어져 최적의 경로가 아닌 경로로 트래픽이 흐를 수 있으며, 이로 인해 네트워크의 전반적인 안정성이 저하될 수 있습니다. 이러한 문제를 해결하기 위해서는 모든 라우터의 BGP 설정을 일관되게 유지하고, 정책 기반 라우팅을 통해 경로 선택을 최적화하는 방안이 필요합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-012,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,"BGP 피어 장애 시, L3VPN 경로가 자동으로 전환되도록 설정되어 있는지 확인하려면 어떤 절차를 따라야 할까요?","BGP 피어 장애 시 L3VPN 경로 전환을 확인하기 위해서는 VRF 라우팅 테이블을 점검하고, BGP 설정을 검토하여 경로 자동 전환이 활성화되어 있는지 확인해야 합니다.","L3VPN 경로가 자동으로 전환되도록 설정되어 있는지 확인하기 위해서는 먼저 VRF 라우팅 테이블을 확인하여 해당 경로가 존재하는지 점검해야 합니다. 그 다음, BGP 설정을 검토하여 경로 자동 전환 기능이 활성화되어 있는지 확인하는 절차를 따라야 합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-013,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,short,analytical,network_engineer,iBGP 풀메시가 누락된 상태에서 경로 수렴성을 높이기 위한 최적의 경로 정책 설정 방법은 무엇인가요?,경로 반사기 사용,"iBGP 풀메시가 누락된 상태에서는 경로 반사기를 사용하여 경로 수렴성을 높일 수 있습니다. 경로 반사기는 iBGP 네트워크 내에서 경로 정보를 효율적으로 전파하여, 모든 라우터가 동일한 경로 정보를 공유할 수 있도록 도와줍니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-014,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,BGP 설정에서 장애 시 경로 전환이 원활하게 이루어지도록 하는 설정 검증 방법은 무엇인가요?,"BGP 경로 전환 검증을 위해 BGP 상태 확인, 경로 선택 프로세스 검토, 경로 수 동기화 및 장애 시 시뮬레이션 테스트를 수행해야 합니다.","BGP 설정에서 장애 시 경로 전환이 원활하게 이루어지도록 하려면, 먼저 BGP 상태를 확인하여 이웃과의 연결이 정상인지 점검해야 합니다. 또한, 경로 선택 프로세스를 검토하여 최적의 경로가 선택되는지 확인하고, 경로 수 동기화를 통해 모든 경로 정보가 일관되게 유지되는지 점검해야 합니다. 마지막으로, 장애 시뮬레이션 테스트를 통해 실제 장애 상황에서 경로 전환이 원활하게 이루어지는지를 검증하는 것이 중요합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-ANALYTICAL-015,enhanced_llm_with_agent,3,네트워크 토폴로지 구성 질의,long,analytical,network_engineer,다중 AS 환경에서 발생할 수 있는 BGP 설정 비일관성 문제를 해결하기 위한 전략은 무엇인가요?,"[""BGP 설정 검토 및 일관성 확인"", ""AS 경로 필터링 적용"", ""정책 기반 라우팅 사용"", ""BGP 세션 모니터링 및 로그 분석"", ""자동화 도구 활용""]","다중 AS 환경에서 BGP 설정 비일관성 문제를 해결하기 위해서는 여러 가지 전략을 사용할 수 있습니다. 첫째, BGP 설정을 정기적으로 검토하고 일관성을 확인하는 것이 중요합니다. 둘째, AS 경로 필터링을 적용하여 불필요한 경로가 전파되지 않도록 해야 합니다. 셋째, 정책 기반 라우팅을 사용하여 트래픽 흐름을 제어할 수 있습니다. 넷째, BGP 세션을 모니터링하고 로그를 분석하여 문제를 조기에 발견할 수 있습니다. 마지막으로, 자동화 도구를 활용하여 설정을 관리하고 일관성을 유지하는 것이 효과적입니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-001,enhanced_llm_with_agent,3,보안 질의,long,diagnostic,security_auditor,네트워크 장비에서 SSH 설정이 모든 장비에 일관되게 적용되어 있는지 확인하는 방법은 무엇입니까?,"SSH 설정이 모든 장비에 일관되게 적용되었는지 확인하기 위해서는 각 장비의 SSH 설정 상태를 점검하고, SSH가 활성화된 장비 목록과 SSH 설정이 존재하는지 여부를 비교해야 합니다. 이를 통해 일관성을 확인할 수 있습니다.","SSH 설정이 모든 장비에 일관되게 적용되었는지 확인하기 위해서는 각 네트워크 장비에서 SSH가 활성화되어 있는지 확인하고, SSH 설정이 존재하는지 여부를 점검해야 합니다. 예를 들어, CE1, CE2와 같은 장비에서 SSH가 활성화되어 있는지 확인하고, 설정이 누락된 장비가 있는지 확인함으로써 일관성을 평가할 수 있습니다. 만약 SSH가 활성화되지 않은 장비가 있다면, 이는 설정이 일관되지 않음을 나타냅니다.","보안 설정 현황:
CE1: SSH ON, AAA OFF
CE2: SSH ON, AAA OFF
sample10: SSH ON, AAA ON
sample7: SSH ON, AAA ON
sample8: SSH ON, AAA ON","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-002,enhanced_llm_with_agent,3,보안 질의,long,diagnostic,security_auditor,네트워크 장비의 AAA 설정이 모든 장비에 일관되게 적용되어 있는지 확인하는 방법은 무엇입니까?,"AAA 설정이 모든 장비에 일관되게 적용되어 있는지 확인하기 위해서는 각 장비의 AAA 설정을 검토하고, 설정이 일관되게 적용되었는지 비교하는 절차를 수행해야 합니다.","AAA 설정이 모든 장비에 일관되게 적용되었는지 확인하기 위해서는 각 장비의 AAA 설정을 수집하고, 이를 서로 비교하여 설정의 일관성을 검토해야 합니다. 또한, 설정이 제대로 적용되지 않은 장비가 있는지 확인하기 위해 'aaa_enabled_devices'와 'aaa_present_bool'의 상태를 점검하는 것이 중요합니다.","총 장비 수: 6 | 사용 기술: BGP, OSPF, L2VPN, L3VPN | AS 번호: 65000, 65001, 65003","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
ENHANCED_ENHANCED-DIAGNOSTIC-003,enhanced_llm_with_agent,3,보안 질의,short,diagnostic,security_auditor,BGP 구성에서 발견된 이상징후가 네트워크의 보안 위험도를 어떻게 증가시킬 수 있는지 평가하세요.,BGP 구성에서 발견된 이상징후는 네트워크의 보안 위험도를 증가시킬 수 있습니다.,"BGP(Border Gateway Protocol) 구성에서 이상징후가 발견되면, 이는 네트워크의 라우팅 정보가 조작되거나 잘못된 경로가 설정될 가능성을 나타냅니다. 이러한 상황은 공격자가 네트워크 트래픽을 가로채거나, 서비스 거부 공격을 수행하는 등의 보안 위협을 초래할 수 있습니다. 따라서 BGP의 이상징후는 네트워크의 보안 위험도를 증가시키는 중요한 요소로 작용합니다.","BGP 설정 현황:
CE1: AS65001, 1개 피어
CE2: AS65003, 1개 피어
sample10: AS65000, 3개 피어
sample7: AS65000, 3개 피어
sample8: AS65000, 3개 피어","ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
