id,id_v2,level,metric,answer_type,status,reason,replay_answer,dataset_answer,match,score,detail
TRACEROUTE_pe3_pe5,traceroute_path:bd3c71ca8f,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p6 -> p7 -> asbr1 -> pe5,"""pe3 -> p5 -> p6 -> p7 -> asbr1 -> pe5""",True,1.0,exact
TRACEROUTE_leaf10_leaf8,traceroute_path:3ff63af7db,L4,traceroute_path,text,MATCH,,leaf10 -> pe5,"""leaf10 -> pe5""",True,1.0,exact
TRACEROUTE_p5_leaf4,traceroute_path:9847c5795a,L4,traceroute_path,text,MATCH,,p5,"""p5""",True,1.0,exact
TRACEROUTE_pe3_leaf9,traceroute_path:0a5466a9f2,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_leaf7_p6,traceroute_path:6a572a9f46,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_p3_leaf9,traceroute_path:ce801b08b1,L4,traceroute_path,text,MATCH,,p3,"""p3""",True,1.0,exact
TRACEROUTE_pe6_p3,traceroute_path:bd77bacb89,L4,traceroute_path,text,MATCH,,pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3,"""pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3""",True,1.0,exact
TRACEROUTE_leaf1_p3,traceroute_path:0d36366864,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf11_p6,traceroute_path:fc7f81879d,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_p1_leaf9,traceroute_path:9c927cc749,L4,traceroute_path,text,MATCH,,p1,"""p1""",True,1.0,exact
TRACEROUTE_asbr1_p8,traceroute_path:b680a5b339,L4,traceroute_path,text,MATCH,,asbr1 -> p7 -> p8,"""asbr1 -> p7 -> p8""",True,1.0,exact
TRACEROUTE_asbr1_p6,traceroute_path:f521cbbd09,L4,traceroute_path,text,MATCH,,asbr1 -> p7 -> p6,"""asbr1 -> p7 -> p6""",True,1.0,exact
TRACEROUTE_p4_leaf9,traceroute_path:f91e93655f,L4,traceroute_path,text,MATCH,,p4,"""p4""",True,1.0,exact
TRACEROUTE_pe4_p6,traceroute_path:af2b02261e,L4,traceroute_path,text,MATCH,,pe4 -> p6,"""pe4 -> p6""",True,1.0,exact
TRACEROUTE_pe1_leaf12,traceroute_path:06afadf01c,L4,traceroute_path,text,MATCH,,pe1,"""pe1""",True,1.0,exact
TRACEROUTE_p7_pe2,traceroute_path:8903b8e5a0,L4,traceroute_path,text,MATCH,,p7 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2,"""p7 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2""",True,1.0,exact
TRACEROUTE_pe2_p1,traceroute_path:b9d0c92d14,L4,traceroute_path,text,MATCH,,pe2 -> p2 -> p1,"""pe2 -> p2 -> p1""",True,1.0,exact
TRACEROUTE_leaf12_leaf1,traceroute_path:7700266337,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_leaf8_p6,traceroute_path:c88437857c,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_pe3_p4,traceroute_path:087dfea6ee,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p3 -> p4,"""pe3 -> p5 -> p3 -> p4""",True,1.0,exact
TRACEROUTE_p10_pe5,traceroute_path:283d3497ea,L4,traceroute_path,text,MATCH,,p10 -> pe5,"""p10 -> pe5""",True,1.0,exact
TRACEROUTE_leaf12_asbr1,traceroute_path:ea1d7ce035,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_leaf9_leaf4,traceroute_path:0ee7bad600,L4,traceroute_path,text,MATCH,,leaf9 -> pe5,"""leaf9 -> pe5""",True,1.0,exact
TRACEROUTE_p4_p9,traceroute_path:0d15a1ac10,L4,traceroute_path,text,MATCH,,p4 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> p9,"""p4 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> p9""",True,1.0,exact
TRACEROUTE_p6_pe5,traceroute_path:477dee6280,L4,traceroute_path,text,MATCH,,p6 -> p7 -> asbr1 -> pe5,"""p6 -> p7 -> asbr1 -> pe5""",True,1.0,exact
TRACEROUTE_p7_leaf1,traceroute_path:810614e3cb,L4,traceroute_path,text,MATCH,,p7,"""p7""",True,1.0,exact
TRACEROUTE_leaf2_leaf3,traceroute_path:b0c09408f5,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf1_leaf9,traceroute_path:8d54645627,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_p9_leaf7,traceroute_path:edef79c322,L4,traceroute_path,text,MATCH,,p9,"""p9""",True,1.0,exact
TRACEROUTE_leaf4_leaf3,traceroute_path:85cf0a193c,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_leaf10_leaf9,traceroute_path:462929908e,L4,traceroute_path,text,MATCH,,leaf10 -> pe5,"""leaf10 -> pe5""",True,1.0,exact
TRACEROUTE_pe4_leaf11,traceroute_path:4508268aa9,L4,traceroute_path,text,MATCH,,pe4,"""pe4""",True,1.0,exact
TRACEROUTE_p9_leaf3,traceroute_path:7018c01e86,L4,traceroute_path,text,MATCH,,p9,"""p9""",True,1.0,exact
TRACEROUTE_asbr2_leaf4,traceroute_path:6d3b1516da,L4,traceroute_path,text,MATCH,,asbr2,"""asbr2""",True,1.0,exact
TRACEROUTE_pe1_leaf1,traceroute_path:1435203c63,L4,traceroute_path,text,MATCH,,pe1,"""pe1""",True,1.0,exact
TRACEROUTE_leaf6_leaf5,traceroute_path:874bcbb4c1,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_p7_leaf11,traceroute_path:2108e71a44,L4,traceroute_path,text,MATCH,,p7,"""p7""",True,1.0,exact
TRACEROUTE_leaf6_pe5,traceroute_path:7149802ecb,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_pe4_leaf3,traceroute_path:0d2c656e84,L4,traceroute_path,text,MATCH,,pe4,"""pe4""",True,1.0,exact
TRACEROUTE_leaf12_pe5,traceroute_path:b6c7acf896,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_leaf11_leaf6,traceroute_path:9fc952cf10,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_pe6_pe5,traceroute_path:afea94cf3a,L4,traceroute_path,text,MATCH,,pe6 -> p9 -> asbr1 -> pe5,"""pe6 -> p9 -> asbr1 -> pe5""",True,1.0,exact
TRACEROUTE_leaf11_p4,traceroute_path:86ec4ea05e,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_asbr1_leaf7,traceroute_path:c1d63786a5,L4,traceroute_path,text,MATCH,,asbr1,"""asbr1""",True,1.0,exact
TRACEROUTE_leaf1_leaf5,traceroute_path:2601ee7ff0,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf2_p8,traceroute_path:353e875ba0,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_p3_leaf4,traceroute_path:3f3d01e778,L4,traceroute_path,text,MATCH,,p3,"""p3""",True,1.0,exact
TRACEROUTE_pe1_p8,traceroute_path:70e56ba176,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8,"""pe1 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8""",True,1.0,exact
TRACEROUTE_leaf8_p8,traceroute_path:e2c6a08f90,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_p2_p8,traceroute_path:0c1af22a6f,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8,"""p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8""",True,1.0,exact
TRACEROUTE_p7_p3,traceroute_path:ed8666e284,L4,traceroute_path,text,MATCH,,p7 -> p6 -> p5 -> p3,"""p7 -> p6 -> p5 -> p3""",True,1.0,exact
TRACEROUTE_pe3_leaf10,traceroute_path:6c38b923f4,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_leaf6_p8,traceroute_path:f94c2239cb,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_p10_p8,traceroute_path:bac43e3586,L4,traceroute_path,text,MATCH,,p10 -> asbr2 -> p8,"""p10 -> asbr2 -> p8""",True,1.0,exact
TRACEROUTE_pe1_pe2,traceroute_path:011107df04,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p2 -> pe2,"""pe1 -> p1 -> p2 -> pe2""",True,1.0,exact
TRACEROUTE_leaf5_leaf9,traceroute_path:31ce9dd87f,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_pe4_p2,traceroute_path:312b5f59c5,L4,traceroute_path,text,MATCH,,pe4 -> p6 -> p5 -> p3 -> p1 -> p2,"""pe4 -> p6 -> p5 -> p3 -> p1 -> p2""",True,1.0,exact
TRACEROUTE_p4_leaf4,traceroute_path:e307f9b597,L4,traceroute_path,text,MATCH,,p4,"""p4""",True,1.0,exact
TRACEROUTE_leaf11_leaf10,traceroute_path:3299afa684,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_asbr1_p9,traceroute_path:d75879f423,L4,traceroute_path,text,MATCH,,asbr1 -> p9,"""asbr1 -> p9""",True,1.0,exact
TRACEROUTE_asbr1_leaf9,traceroute_path:a6370aa893,L4,traceroute_path,text,MATCH,,asbr1,"""asbr1""",True,1.0,exact
TRACEROUTE_p7_leaf9,traceroute_path:c6313a13a1,L4,traceroute_path,text,MATCH,,p7,"""p7""",True,1.0,exact
TRACEROUTE_p4_asbr2,traceroute_path:0d962c3308,L4,traceroute_path,text,MATCH,,p4 -> p3 -> p5 -> p6 -> pe4 -> p8 -> asbr2,"""p4 -> p3 -> p5 -> p6 -> pe4 -> p8 -> asbr2""",True,1.0,exact
TRACEROUTE_pe1_asbr2,traceroute_path:7540fb1d26,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p3 -> p5 -> p6 -> pe4 -> p8 -> asbr2,"""pe1 -> p1 -> p3 -> p5 -> p6 -> pe4 -> p8 -> asbr2""",True,1.0,exact
TRACEROUTE_leaf11_p3,traceroute_path:5ace7b91df,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_pe6_leaf1,traceroute_path:74dbe5816e,L4,traceroute_path,text,MATCH,,pe6,"""pe6""",True,1.0,exact
TRACEROUTE_leaf10_p5,traceroute_path:d2b9e362c9,L4,traceroute_path,text,MATCH,,leaf10 -> pe5,"""leaf10 -> pe5""",True,1.0,exact
TRACEROUTE_leaf1_leaf2,traceroute_path:dcc1e8bce1,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_p2_leaf8,traceroute_path:688b324643,L4,traceroute_path,text,MATCH,,p2,"""p2""",True,1.0,exact
TRACEROUTE_p10_leaf8,traceroute_path:a2593c3cb1,L4,traceroute_path,text,MATCH,,p10,"""p10""",True,1.0,exact
TRACEROUTE_p7_leaf12,traceroute_path:d7282d6040,L4,traceroute_path,text,MATCH,,p7,"""p7""",True,1.0,exact
TRACEROUTE_asbr2_p8,traceroute_path:426cffcfe0,L4,traceroute_path,text,MATCH,,asbr2 -> p8,"""asbr2 -> p8""",True,1.0,exact
TRACEROUTE_leaf12_p8,traceroute_path:3820c0ef6c,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_leaf11_leaf1,traceroute_path:3b93a3bad3,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_pe1_p5,traceroute_path:89a5a45cb4,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p3 -> p5,"""pe1 -> p1 -> p3 -> p5""",True,1.0,exact
TRACEROUTE_leaf11_leaf2,traceroute_path:6b28f8b1b9,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_leaf8_leaf4,traceroute_path:045cb0c22a,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_leaf7_leaf4,traceroute_path:39352a8642,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_leaf12_leaf2,traceroute_path:f0134ca732,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_leaf2_leaf9,traceroute_path:76578c8b79,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_pe3_p7,traceroute_path:d54dd7b7a5,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p6 -> p7,"""pe3 -> p5 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_pe6_leaf7,traceroute_path:7bb4b4724f,L4,traceroute_path,text,MATCH,,pe6,"""pe6""",True,1.0,exact
TRACEROUTE_leaf9_leaf8,traceroute_path:a4e4db31a1,L4,traceroute_path,text,MATCH,,leaf9 -> pe5,"""leaf9 -> pe5""",True,1.0,exact
TRACEROUTE_leaf12_p5,traceroute_path:0c776c4e80,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_leaf8_pe5,traceroute_path:b3a44b1b00,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_leaf5_p2,traceroute_path:8f4a2810d3,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_pe6_leaf3,traceroute_path:a1c4095c17,L4,traceroute_path,text,MATCH,,pe6,"""pe6""",True,1.0,exact
TRACEROUTE_p3_p6,traceroute_path:b3d3071467,L4,traceroute_path,text,MATCH,,p3 -> p5 -> p6,"""p3 -> p5 -> p6""",True,1.0,exact
TRACEROUTE_p10_pe3,traceroute_path:c6fce681b6,L4,traceroute_path,text,MATCH,,p10 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> pe3,"""p10 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> pe3""",True,1.0,exact
TRACEROUTE_p7_asbr2,traceroute_path:e5d8d817dc,L4,traceroute_path,text,MATCH,,p7 -> p8 -> asbr2,"""p7 -> p8 -> asbr2""",True,1.0,exact
TRACEROUTE_asbr2_p9,traceroute_path:4f20dc4798,L4,traceroute_path,text,MATCH,,asbr2 -> p10 -> p9,"""asbr2 -> p10 -> p9""",True,1.0,exact
TRACEROUTE_leaf1_asbr1,traceroute_path:9a48cc70dd,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_pe3_leaf11,traceroute_path:dec3b06ec5,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_pe2_p3,traceroute_path:d74eb314f5,L4,traceroute_path,text,MATCH,,pe2 -> p2 -> p1 -> p3,"""pe2 -> p2 -> p1 -> p3""",True,1.0,exact
TRACEROUTE_p8_leaf3,traceroute_path:281f1723e5,L4,traceroute_path,text,MATCH,,p8,"""p8""",True,1.0,exact
TRACEROUTE_leaf5_leaf2,traceroute_path:0537bfa8c9,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf6_p2,traceroute_path:105267b824,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf5_leaf3,traceroute_path:3c08ed8e90,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_pe4_leaf9,traceroute_path:8b1d9c8b2b,L4,traceroute_path,text,MATCH,,pe4,"""pe4""",True,1.0,exact
TRACEROUTE_p4_p2,traceroute_path:671ab3f535,L4,traceroute_path,text,MATCH,,p4 -> p2,"""p4 -> p2""",True,1.0,exact
TRACEROUTE_p10_asbr1,traceroute_path:80699e520a,L4,traceroute_path,text,MATCH,,p10 -> p9 -> asbr1,"""p10 -> p9 -> asbr1""",True,1.0,exact
TRACEROUTE_asbr2_leaf8,traceroute_path:427f1531bf,L4,traceroute_path,text,MATCH,,asbr2,"""asbr2""",True,1.0,exact
TRACEROUTE_p1_p8,traceroute_path:5304de0ea1,L4,traceroute_path,text,MATCH,,p1 -> p3 -> p5 -> p6 -> p7 -> p8,"""p1 -> p3 -> p5 -> p6 -> p7 -> p8""",True,1.0,exact
TRACEROUTE_pe3_asbr1,traceroute_path:0d6f8ee791,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p6 -> p7 -> asbr1,"""pe3 -> p5 -> p6 -> p7 -> asbr1""",True,1.0,exact
TRACEROUTE_pe3_leaf12,traceroute_path:087984716d,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_pe1_leaf2,traceroute_path:eb49cf21d3,L4,traceroute_path,text,MATCH,,pe1,"""pe1""",True,1.0,exact
TRACEROUTE_p10_p9,traceroute_path:2a6b59e734,L4,traceroute_path,text,MATCH,,p10 -> p9,"""p10 -> p9""",True,1.0,exact
TRACEROUTE_p10_leaf5,traceroute_path:ac2c474657,L4,traceroute_path,text,MATCH,,p10,"""p10""",True,1.0,exact
TRACEROUTE_pe2_leaf9,traceroute_path:71b02f62e6,L4,traceroute_path,text,MATCH,,pe2,"""pe2""",True,1.0,exact
TRACEROUTE_asbr2_leaf5,traceroute_path:4055e221b7,L4,traceroute_path,text,MATCH,,asbr2,"""asbr2""",True,1.0,exact
TRACEROUTE_pe1_leaf5,traceroute_path:bdcb21b563,L4,traceroute_path,text,MATCH,,pe1,"""pe1""",True,1.0,exact
TRACEROUTE_leaf10_leaf3,traceroute_path:f1131a6e4e,L4,traceroute_path,text,MATCH,,leaf10 -> pe5,"""leaf10 -> pe5""",True,1.0,exact
TRACEROUTE_leaf4_pe5,traceroute_path:fa0ca92ae4,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_p9_p3,traceroute_path:64e381a40d,L4,traceroute_path,text,MATCH,,p9 -> asbr1 -> p7 -> p6 -> p5 -> p3,"""p9 -> asbr1 -> p7 -> p6 -> p5 -> p3""",True,1.0,exact
TRACEROUTE_pe1_leaf7,traceroute_path:26be1179dd,L4,traceroute_path,text,MATCH,,pe1,"""pe1""",True,1.0,exact
TRACEROUTE_p2_leaf3,traceroute_path:571450bedf,L4,traceroute_path,text,MATCH,,p2,"""p2""",True,1.0,exact
TRACEROUTE_pe6_leaf5,traceroute_path:240e5e317e,L4,traceroute_path,text,MATCH,,pe6,"""pe6""",True,1.0,exact
TRACEROUTE_pe3_leaf1,traceroute_path:b352256208,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_pe3_leaf2,traceroute_path:c91c79f5d8,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_p7_leaf10,traceroute_path:ed7814027b,L4,traceroute_path,text,MATCH,,p7,"""p7""",True,1.0,exact
TRACEROUTE_p2_pe5,traceroute_path:e7a4c0bc35,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> pe5,"""p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> pe5""",True,1.0,exact
TRACEROUTE_p10_asbr2,traceroute_path:72ad696677,L4,traceroute_path,text,MATCH,,p10 -> asbr2,"""p10 -> asbr2""",True,1.0,exact
TRACEROUTE_pe6_pe4,traceroute_path:e73b47ddb7,L4,traceroute_path,text,MATCH,,pe6 -> asbr2 -> p8 -> pe4,"""pe6 -> asbr2 -> p8 -> pe4""",True,1.0,exact
TRACEROUTE_asbr1_leaf3,traceroute_path:a956dac5a4,L4,traceroute_path,text,MATCH,,asbr1,"""asbr1""",True,1.0,exact
REACH_p9_pe5_TCP,reachability_status:8aeeab7387,L4,reachability_status,text,MATCH,,PATH: p9 -> asbr1 -> pe5; REACHABLE: TRUE,"""PATH: p9 -> asbr1 -> pe5; REACHABLE: TRUE""",True,1.0,exact
REACH_pe3_asbr1_TCP,reachability_status:02c1f3efac,L4,reachability_status,text,MATCH,,PATH: pe3 -> p5 -> p6 -> p7 -> asbr1; REACHABLE: TRUE,"""PATH: pe3 -> p5 -> p6 -> p7 -> asbr1; REACHABLE: TRUE""",True,1.0,exact
REACH_pe1_p8_ICMP,reachability_status:9f7a3bbda4,L4,reachability_status,text,MATCH,,PATH: pe1 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8; REACHABLE: TRUE,"""PATH: pe1 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8; REACHABLE: TRUE""",True,1.0,exact
REACH_p5_leaf7_TCP,reachability_status:21352283f8,L4,reachability_status,text,MATCH,,PATH: p5; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p5; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_asbr2_leaf2_ICMP,reachability_status:569fd2dece,L4,reachability_status,text,MATCH,,PATH: asbr2; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: asbr2; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_leaf9_leaf7_ICMP,reachability_status:920e8bad4f,L4,reachability_status,text,MATCH,,PATH: leaf9 -> pe5; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf9 -> pe5; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_pe4_leaf4_TCP,reachability_status:dd651ed667,L4,reachability_status,text,MATCH,,PATH: pe4; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: pe4; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_pe1_leaf12_TCP,reachability_status:6d138bd240,L4,reachability_status,text,MATCH,,PATH: pe1; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: pe1; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_pe3_leaf8_ICMP,reachability_status:315baeea6d,L4,reachability_status,text,MATCH,,PATH: pe3; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: pe3; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_pe4_pe2_ICMP,reachability_status:5064080cc3,L4,reachability_status,text,MATCH,,PATH: pe4 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2; REACHABLE: TRUE,"""PATH: pe4 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2; REACHABLE: TRUE""",True,1.0,exact
REACH_p1_leaf2_TCP,reachability_status:c31ac1dc3f,L4,reachability_status,text,MATCH,,PATH: p1; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p1; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_pe2_leaf8_ICMP,reachability_status:36c85a0eec,L4,reachability_status,text,MATCH,,PATH: pe2; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: pe2; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_p4_leaf8_ICMP,reachability_status:ef19940202,L4,reachability_status,text,MATCH,,PATH: p4; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p4; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_p7_leaf10_TCP,reachability_status:a284c8b3f1,L4,reachability_status,text,MATCH,,PATH: p7; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p7; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_p2_p8_TCP,reachability_status:16e5a9a5e9,L4,reachability_status,text,MATCH,,PATH: p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8; REACHABLE: TRUE,"""PATH: p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8; REACHABLE: TRUE""",True,1.0,exact
REACH_p3_leaf7_TCP,reachability_status:5cfb03337c,L4,reachability_status,text,MATCH,,PATH: p3; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p3; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_p4_leaf2_ICMP,reachability_status:7402b87662,L4,reachability_status,text,MATCH,,PATH: p4; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p4; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_p10_pe2_ICMP,reachability_status:f2511ba9e3,L4,reachability_status,text,MATCH,,PATH: p10 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2; REACHABLE: TRUE,"""PATH: p10 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2; REACHABLE: TRUE""",True,1.0,exact
REACH_p1_p9_TCP,reachability_status:b18f52b0d0,L4,reachability_status,text,MATCH,,PATH: p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> p9; REACHABLE: TRUE,"""PATH: p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> p9; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf2_p5_TCP,reachability_status:13c59226aa,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_p7_asbr1_TCP,reachability_status:aba129b1aa,L4,reachability_status,text,MATCH,,PATH: p7 -> asbr1; REACHABLE: TRUE,"""PATH: p7 -> asbr1; REACHABLE: TRUE""",True,1.0,exact
REACH_asbr2_asbr1_ICMP,reachability_status:0f9ab65857,L4,reachability_status,text,MATCH,,PATH: asbr2 -> p8 -> p7 -> asbr1; REACHABLE: TRUE,"""PATH: asbr2 -> p8 -> p7 -> asbr1; REACHABLE: TRUE""",True,1.0,exact
REACH_pe1_leaf8_TCP,reachability_status:d0b66b99dc,L4,reachability_status,text,MATCH,,PATH: pe1; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: pe1; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_leaf1_asbr2_ICMP,reachability_status:5339315b52,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
